Sentence,Label
qiang了buff转身就送你雷锋转世？,1
整了个娃娃,0
你打扮成这样，是对这个世界有...什么不满么,1
长点脸，扌察清眼，麻烦亻尔看清楚什么口丩脸色,1
嗯嗯比猪命猪身好多啦它们好像也不爱洗澡捏好贴合吖～,1
如今的电影很难排除那种动人心弦的爱情了~现场版比电影原声来的更有感觉大爱???好经典的现场，大爱、感动！,0
#中国梦想秀#Katara来自美国阿拉斯加，一上台她就和我们分享了学习中文的方法，那就是唱中文歌。梦想君从小就钟爱弹吉他的女生，听完Katara的歌曲串烧，梦想君不得不感叹唱的真好听……Katara的梦想是和自己的偶像同台合唱一首歌，恭喜萌妹纸圆梦喔~,0
Bvlgari白金4圈Size47...现货现货...我在:,0
内什么，北京东来顺的肉最好吃，回去请哈！不请我，出大事了吧？老师救命啊！吃我算了，我的肉更好吃请我及杨老师等在内的200人，包机，吃羊肉！,0
王建林我扌品木亻尔一夕匕女马？中国人操亻尔女马？他亻故啥了！我操亻尔女马中国人,1
期待期待期待最初推荐我听的歌手，没想到会来到自己工作的地方演出，期待期待期待,0
计划1月休息＋学习英语～突然领导找我1月去日本各种无语翻开护照发现原来签证刚好到期申请新签证要1月中旬赶不上客户的行程领导只得作罢嘿嘿～有惊无险1月那就是休息的月份哇～,0
"中国的性别歧视现象严重吗？,这个回答和评论区真的给我看笑了。,真实大型女权卖惨专场会。,还有俩女权男皇协军在那里一吹一愣，属实是忠心耿耿。,这个ID叫毕某某的，还搁这跟大伙抽局部数据呢？您知道现在宏观总体的真实数据吗？",1
#1028沃的新年梦想#见到刘亦菲本人…我比你白啊！哈哈～,0
"我就来说几个点…,第一亚裔在美国地位确实低，以我在美国留学7年的经验，如果说老墨地位最低的话，亚裔差不多倒数第三。,倒数第二当然是我们chingchong了，你不会以为亚裔=中国人吧。,好了该有人来评论，你这么喜欢被歧视在美国读7年书？",1
我可没说你不好脸，我是说不好脸的都是你这样的,1
你懂的，360的招术看多了！钉子汤的精妙之处在于：汤好喝是钉子的功劳，汤难喝是肉的罪过。切记切记，,0
戴老板预测国安准赢3：1国安胜必须的1：0国安胜，必须拿到出现主动权,0
这里是北京。度过一个个污染的日子，北京就是也有青春焕发的时候，怎么着。OurHome,0
好滴，下次来北京，可记得到聚点尝尝哦，聚点一如既往的欢迎哦。不客气?好好吃我马上回上海拉！有机会再来大家吃的开心就好哦。谢谢您滴支持,0
台湾“听攻略”出炉喽，想去的，准备去的，不妨听听，旅行必备哦。,0
今天休息给爹妈炖了一锅芋头烧肉，，，芋头放的太早都炖化了，这模样阿，，真是没法要，，但是这味道真心赞阿,0
其它都好，就是??????????????颜色稍暗,0
你妈已经被他睡了，他下一个睡你爸，让你爸准备好开张,1
谢谢马哥敬礼支持彩蝶计划，继续支持。彩蝶新的一年展翅高飞,0
赤板亭七周年庆及赤板亭餐饮投资公司成立新闻发布会中。祝游老板生意兴隆!大展宏图!,0
又鸟就是又鸟，五颜六?还是又鸟。,1
双标6的飞起啊[赞同]，一边不让别人以偏概全，一边自己又以偏概全，绝大部分人那就说明至少要占50%以上，黑人的犯罪率都没这么高，那说明所有黑人都是好人是吗,1
辈子都没干好事才会认识你888，连丢进太阳都嫌不够环保,1
这个名字！！！！月底回去帮忙！,0
种族歧视是不对的。但是我就看不惯黑人，怎么了。。。,1
没让你吃好，我们会继续努力吃过但是觉得味道一般般你吃过吗北京菊儿人家！！北京吃货全攻略每日分享北京那些美食~赶紧加入一起寻找北京美食吧！,0
好久没做这个，差点糊了，还好美味依旧！,0
林诗人，怪不得五毛啊！若非对薄王有偏爱，对南方系有偏见，何至于轻信如此拙劣的谣言？顺白：在下对南方系死挺某天才亦不齿，但其对薄王的揭露，犹待深入。现在那些人，习惯谣言倒逼真相，我很生气！林老师很生气，后果很严重,0
抱着火炉吃西瓜,0
金蛇狂舞，好运连连。。。,0
自己！！！你想到了谁？,0
大好河山风光好，中华民族不会老。华夏子孙一条心，购得丰碑永不倒。经济腾飞世界惊，科学发展别有情。锦绣河山更壮丽，中华复兴我辈行同行？赵老师好，我在农大招聘教师。,0
顶尖高手，爵士奇才，明晚8:00正式登场！！！我们都在期待,0
#新功能预告#千呼万唤始出来~,0
一半了。那么，目前，娃儿养了几个捏？,0
我爱你妈你妈的遗照笑得真美,1
湖北由于历史上一直都是分裂割据的兵家战场，所以养成了有奶就是娘的优良传统，武汉落后的时候天天跑出去黑武汉大县城，其实外省人觉得挺可笑的....九头鸟自己好好摆一下自己的立场,1
这几个逼孩崽子，我真就扌品木他妈的了,1
【给爹地和妈咪】清明节不放假，没法回家看你们啦。特此献上“无齿”照（第三张）、无证驾车照及各种卖弄照，报个平安。爸妈，春天快乐。,0
谢谢！生日快乐啊娟儿，你是好姑娘，快嫁了！,0
谢谢莫莫,0
资深孩纸常年5am.起床的孩纸飘过。。。不好意思，成了扰民啦。这……,0
因为智商是什么让他们这样看我们。。。二比快乐多啊，你看弯弯多快乐难道他们大部分人真的这么认为吗？,0
哇咔咔快到复活节啦诸多兔子列阵以待！可爱*^o^*吧你有木有想买个回家的冲动#美图秀秀Android版#,0
介么美的路口咋还想走!,0
【#超级笑星#精彩剧照】杨议老师！为什么你的眼神如此犀利~难道是因为刚刚张贡赫童鞋爆料的太多了么？,0
看到这图真是笑喷，于大妈你就从了任盈盈吧,0
没什么好包容的，越是包容越是无耻，比如，你给好心给他一碗面，他却还要抢你钱包。我就不怎么待见河南人， 一个两个河南坏人，运气不好，我忍了， 三个四个都那样那么即使10个中有两个好的，我也不要了。。真话，,1
广东省全交钱？还是潮汕地区全交钱？所以不敢出?义务2字。你当然没义务二字哈！证书封面颜色不一样，到目前为止，我所有证书全红面。另外我的初中证没义务教育4字。,0
我日你小二逼的小sha逼死孩子，你妈生你下来是给干嘛的,1
上帝把智慧洒满?间唯独亻尔撑了把伞,1
"很惋惜的看着他说：""手术能整回lai吗？""",1
我们折腾了一夜呀，这次旅行痛并快乐着，故事太多,0
好基友是一辈子的我可以没有女朋友，没有钱，可是我不能没有你。――致基友,0
当代小仙男们小少年们,1
就亻尔那眼缝，跟atm银行自动取款机插卡口差不多宽的能见度,1
那个孕妇三观不正。谁娶了这种女人谁倒霉！这种人不应该有后代！,1
太阳神呀太阳可以把被子晒成这样也是太不容易了。,0
今晚的成绩。我在:,0
你该躺在那,1
领着廖那厮，唐那厮！参加顾老师拍的毛片子，…蛋疼！,0
返祖现象在nishen上贯彻的很彻底嘛，you其是脑?,1
#三亚跨季营销蓝海体验推介会#【“精彩琼南?欢乐万人游”】各位领导共同按键，“精彩琼南?欢乐万人游”大型推广活动正式启动！这个冬天，有你，真暖！,0
可以去看这个，看能不能中阿,0
同时感谢大家的参与！谢谢大家对酒店的热爱！感谢,0
当你走在路上，看到一个心仪的对象，你会如何勇敢的上前表达自己呢？#城市有你真好#，DJ和你分享搭讪绝招喽！【2/22（周六）四川1400，其他城市的听众可以通过手机客户端收听哦！】,0
午间小食，车厘子，我特别喜欢吃这种圆滚滚的东东,0
北京那些太监不都是最右老乡教科书上北京人是尼生物学祖宗北京不是盛产太监吗？,1
微博上一些沙比选美国总统比你爹死了都重要一个个义愤填膺上蹿下跳的,1
laji,1
现在过来，时间刚好啊！周末愉快，就在今天，欢迎大家参与！,0
扌品木,1
保护生活本源，为身心找个放逐和栖息的美丽蜜地――瀑布林为旅游事业默默奉献付出的旅游人！,0
赶紧申请版权专利，否则棒子们又说是他们的~,0
他们是大白天使只进不出,1
你?嘛?屁股挡住脸啊！,1
太向往了我要去哦,0
吃海胆不吃海獭！不可能吧？海胆倒是很爱吃挖，吃海胆有助于拯救地球！,0
你不是失了智？ 河南人偷井盖你遇见过？,1
今天，准确地说是昨天，和我亲爱的观看了由人艺制作的＜第一次亲密接触＞，不论是演员的表演还是台词都很棒！我最喜欢痞子蔡的扮演者刘鑫的表演，用句歌词表达我的喜爱：说不出哪里好，就是谁都替代不了。呵呵。,0
取消公积金？专家都tm是sb饭涨多咯狗ri的瓜货,1
不到胡同就没到过北京，不夸张胡同会让你的五官全用上,0
哈哈哈哈真的很爱这部片～哈哈哈贝拉笑的好邪恶?,0
所以你的py现在是你们老板独享是吧真强！,1
八国联军在日你的表姊妈的时候没给你做好胎教吗,1
表不能经常带,0
继续替班，朋友们还在吗？,0
救命无语子一整个大无语小仙女在赶来的路上,1
人生哪容你卖萌？发懵有时，傻逼有时，全靠彼此大嘴巴抽醒！,0
你们俩何止亲密啊，能不含蓄嘛????鉴于咱俩的亲密关系，我顶你！,0
给你妈签一个一会就到期的生死薄。,1
看不懂内涵贴就不要来人家底下抖机灵了你不尴尬吗,1
【北方不懂南方的冷】取暖靠抖？不用抖了，教你一招：如果怕冷你可以去钻墙角，因为墙角有90度；如果还冷你可以去躺地上，因为地面有180度；如果再冷你可以自转一周，因为那样就有360度了；如果还是冷，那你就众里寻他/她，因为…………众里寻他/她千百度。（转）,0
欢迎凯旋归来！好好休息！,0
我不是草船，你的贱别往我这发,1
如果不是你，我这辈子都不会明白吹牛bdezhen正含义,1
你脑子里是有通古斯爆炸留下的坑？,1
你made骚货，锤子长在脑壳上，我都个性世博会怎样没喊你去展览,1
这个女的真的好下头,1
ma了个逼的,1
本人就是那种长相普通但是看起来特别单纯好骗的，学校里好几个黑人搭讪过，我都是假装听不懂英语完全不理，我感觉实在是太恶心了，唯一一个是在外面去北邮找我姐姐遇见一个西亚人吧，长得挺帅的，也是北邮的，,1
加油~今天想了很久关于你和其他遭遇了不幸的善良的孩子们的事情。真实的生活本就存在着极度的不公与无奈，但我们都要相信，经历磨难也是接近幸福的一步，只要活着就有希望~愿一切安好，爱你~,0
说人话,0
这么多年谁一向照顾亻尔啊？我很佩服他的胆量,1
正邪之分！,0
这个DJ秒杀我了，真人比照片帅多多了，你下次来西安咱一起去看他#我又花痴了吗#,0
想要自杀只会有人劝你不好留下屍体888以免污染环境,1
superphoto!prettylady!,0
小何，你觉得呢？，这算春运表情哇？,0
还好，我妈不是山东人，比较民主，要不然没法过。我家那些苍山亲戚经常来我家指着这个东西说给他儿子，那个给他女儿，日了狗了，眼瞎么，不怕我把他们赶走！,1
三八节大餐，各位女士节日快乐,0
粤珍轩的点心赞噢！,0
转起?期待哈?^_^说不定高兴了就定下集体活动的时间地点，一般人我不告诉他,0
亲子游，新加坡无疑最合适的选择之一常年如夏，基本每天都有出游的好天气。看看未来水世界的实景表演，坐坐变形金刚的红蓝过山车，再和史瑞克来张合影。亚洲最大的糖果店一定要去，5000种糖果，莫大的诱惑啊来自达人angela77妈用布拉制作的行程【新加坡亲子游】,0
"毛新宇倒不shi贪官,你不要冤枉他我靠，这种大腹便便的人，一看就不是什么hao鸟。ding是贪官。",1
是的！大炮的思路这是成都的娃啊！他以为是脑筋急转弯？估计是任总的思路？这真是神答题啊！你要气死爹妈啊！你要气死爹妈啊！,0
损失你吗粃，是当官的捞少了？明星钱也赚的不少要...,1
中国媒毒,1
下一年，继续爱丹丹~哈哈哈~先转了再看！脑残粉、HC粉，啦！,0
面粉进去，面条出来！会擀面条略过，话说我仅仅会这个了吧,0
早晨同事在屋里听歌，放了一首《千里之外》，有一句歌词是“一生有李白”。然后我就想，什么情况下能“一生有李白”呢？我分析，应该具备以下条件：⒈跟李白住得很近或是住一起；⒉比李白小或是跟李白同时出生；⒊比李白死得早或是同时去世。具备以上三个条件的人才能“一生有李白”,0
你妈生你的时候，把你扔了把tai盘养大,1
哈哈我觉得我长得挺像个厨师的哈哈,0
#璀璨人生#哇！画的好传神好像，好油菜的粉粉赫凡少爷你觉得肿么样？,0
已婚男女和未婚男女，好形象啊,0
#TIT创意园的美好生活#走出beta咖啡，发现隔壁公司的小朋友在跳大绳，工作状态很愉快！,0
明天就见冬儿了~~不管是出生之前，还是出生之后，你和妈妈都是一体的。。。,0
要是有选手羊了，我就杀了你的血妈,1
这么不好脸，这么mei心没肺，你的体重就应会很轻吧,1
标准的大吃大喝菜品不错，我们都饿了。还有萝卜汤。等待跨年,0
【唐拉雅秀相约中国?昆明】感谢对海航酒店的大力支持！,0
谢谢大家！谢谢这是今天最开心的生日礼物【#青春星期天#】感谢倾情加盟《#爱的妇产科#》！今天还是她的生日哦，祝她生日快乐！,0
吃我腕豪一记蓄意洪拳钕荏,1
亻尔长得真诚恳，很艺术…,1
＂福叠＂来了！谢谢亲爱的！转起！,0
亻尔丫活生生就是抽象派典藏啊,1
我在潮汕沙锅粥，准备开饭。。。,0
在法院门口被杀害的前妻，在自己房子里被杀害的前妻前女友，家暴男如果真的那么讲理就好了。,1
扌品木亻尔女马的半夜瞎jb吹还发鬼吓我黑名单见,1
尼的抽和你的脸没有关联,1
丫丫生日快乐~期待#断奶#！谢谢啦，同样祝我的偶像王菲，绍峰的女友倪妮，还有张雨绮生日快乐！我们都是幸福的狮子女。,0
期待启动仪式！哈哈，我就是搞俱乐部的我们这些会员是不是要认识一下呢？组织一个俱乐部吧！人气旺!有了这卡粉丝猛增啊！哈是80288，最多可以透支2000元呀!,0
我发现我就喜欢这个调调的东西转,0
男的好low呀,1
你每一天在镜子面前化几个小时的妆，腆着个逼脸还他妈敢出来蹦?呢，给你一双脚，交你何如屹立不倒，可你只学习并领悟了逃跑；上帝给你挺拔的教你百折不饶，可你只学习并领悟了找嫖,1
#五折烤鸭优惠券等您来拿！#现在通过淘点点手机APP预订一花一叶咖餐厅堂食座位，可免费领取一花一叶五折烤鸭兑换券，立省59元起。粉粉们，快来一花一叶淘点点手机餐厅抢吧！,0
喜欢你的喜欢！,0
和爱美食懂美食的人分享体验感觉真好！喜欢哟，还特别爱吃那里滴羊肉串、功夫鱼！,0
微胖是多微？肉肉的，好可爱，我喜欢！,0
反对个屁，人家根本不鸟你体弱多病的大流氓别说那么多废话，你先把朝鲜的核弹给解决了。再说，韩国在自己国土上部署防御系统，这纯属bie国内政，有你卵事？加高了围墙，隔壁流氓居然不干hai要抗议，这什么世道？,1
格子间的战友们，休息下，来吃块红柚,0
我要说你是个二愣子，我都时表扬你,1
有收获！,0
这才是我亲嫂子,0
看见这张面瘫的氵爫壬魔脸就恶心。劳资有情人撑腰无所畏惧[二哈][二哈],1
你看上取好研数像我昨天扔出去的那袋垃圾,1
艾玛，这个必须顶啊，速度抢购啊,0
亻尔一上动物园，满动物都趴笼子顶上瞅亻尔,1
我出两块让丫把翘臀露出来，就给丫一块大洋小费付费项目听说是让哥们儿说出来听听牛逼，巨臂就是招儿多右一有专门练翘臀的一套动作今威信说的,0
不是吧、呵呵，有机会来听相声！哥！好久没见你了！很想！竟然激动的哭了！没出息！呵呵！十三姨太？我在胖也顶不住啊！,0
好家伙 外地人直接成黑人了 ？尊贵的上海白人这是受了多大的委屈？ 真要这样 贴吧上海吧的人不得全被起诉种族歧视？ 外地人也没叫上海本地人不说上海话吧？但是，起码的交流要求说都能听得懂得普通话有什么问题呢,1
没文化还装比？,1
你说你，爷爷我教你练刀，你练剑，你还上剑不练，练下7贱！金剑不练银剑,1
您这样要是叫好好说话的话，那么社会主义伟大复兴早就实现了，建议你滚回令堂子宫里去回炉再造智商，实在不行是家族智商不够的，等着你爹妈生二胎的时候，买本《科学备孕》送你爹妈，再去养猪场排队交钱配种，给你弟弟加个智商buff，让你可以用你弟弟脐带血整整脑子？,1
春哥666曾哥都比你有.女生味,1
找个黑人大家第一反应就是被骗要么崇洋媚外这很正常， 要是不是这几个事还能喜欢黑人就是真的6，或者贪d大,1
好美的木棉,0
给你妈签一个一会就到期的生死薄。,1
还以为国男有底线呢，还真是低估男宝了呢，没睡你不开心了是吧,1
#食尚小米慢游泰国#登游艇畅游湄南河、飞快的两岸风光和疾驰而过的尖头船我爱泰国的椰子汁甜！劈开肉更好吃！两个美妞刚把吸完汁的椰子扔了、看见我把自己的椰子让果摊老板劈开拿小勺挖椰肉她俩馋啦还有谁吃椰子没吃果肉？都给我别扔啦,0
一言为定哦！改天我也拍一张~~~美！真美！非常美！这张图美的都冒泡了我家酒店的夜景照请大家欣赏,0
小早君生日快乐，我们最爱的小双鱼。去年出生时，我在越南美奈呢,0
出发返京喽吼吼！！！宝很快就能见到你了，踏踏实实的不怕了啊！开心开心我在:,0
他们老总如果经常以半个月时间来休假，那说明他至少一次得死五个直系亲属,1
有本事你再多刷点啊我他妈直接把你送监狱去[摊手]删微博有用吗沙比,1
生活智慧？实话不实，假话不假。难怪有人评说：这世道神马人五狗六乱七八糟的都有！,0
学动画的都会这样整孩子的吧，毛毛就是例子,0
喜达屋大家庭又有新成员了！,0
莫名滴我就想起Sophie,0
早上好！！崭新的星期二～～,0
7.配音极度恶心的（你们懂得…呕） 这个超级支持！还所谓的什么萌妹音、小奶狗音、御姐音、老北京腔……,1
哟金针菇也会说话呢,1
说句地域黑的话：优越感越北越多，无关贫富，北方人歧视南方人，歧视东南亚人，就像韩国人歧视中国人一样,1
投完了，顺便帮转！,0
妹纸们不妨一试！,0
给你妈签一个一会就到齐的生死薄。,1
《公主出山》全球首映礼，这场面，这场合，这舞台，这嘉宾，真够全球的。,0
打压下去抄底股市就是一个博傻的游戏。创办版涨的好好的，凭什么说人家是泡沫。新高之后还有新高靠谱个屁，从800点就开始喊泡沫了，现在都快1400了，只要创业板部跌破年线牛市依旧在。这个说法靠谱吗？,0
扌品木亻尔女马jb领导有本事亮个相,1
咱们人类怎麽会有你zhe样的近亲,1
但是国男通过婚介所去找越南新娘，就跟中国有些婚介所给国女介绍老外一样，得女的自愿才行啊。国女愿意嫁老外，,1
中国女宝基本盘而已,1
你男同又不跟女的做，黑人带来的艾滋病怎么会导致男同艾滋病传染率比其他群体更高呢？还是其实是男同根黑人搞出来的？,1
我一做喷绘的哥们儿就在玩儿这，，，,0
"下次只能约二期楼上的星巴克了,再不行早上约建外SOHO黄太吉吃煎饼这下没了地标了，去一期找客户开上午的会没地儿吃早饭了我的互联网生涯从这个星巴克开始。",0
陪看，有三陪嫌疑，,0
我的洛神花，有点儿要冬眠的节奏~~是时候摘下来煲汤啦~~,0
"长的很科幻,长的很抽象!",1
火锅控们，快去参加啦～～,0
我也想要明信片永远爱音乐做音乐我们一起，我会记得。sur，这篇游记算是冰山一角吧，过去在那里的一个月中我经历了人生中很重要的转化。,0
有种下去砸2b们,1
这个这个我要留着有时间自己做,0
亻尔这人特善良，个性是对不起人的时候,1
半夜三更错所无deng你去解手掉进茅坑与虫(shi错所里便便上的虫子)搏斗,1
“你满族的啊？最终还是被我们汉人打走了啊！”,1
感谢您的喜欢，聚点串吧欢迎您哦～聚点我的最爱！！,0
恭喜#分享假日体验赢悠闲假日#恭喜今日第二位中奖者，你将获得北京区“假日酒店”双人自助餐体验券1张，请开放私信功能，以方便小编和你联系。谢谢你的体验分享,0
哈哈，这应该是掉对的节奏,0
有一点特别搞笑，我来四川念书，不会四川话叫不会融入新环境，四川人去苏南，听着我们是吴方言，叫苏南排外，喵喵喵？,1
北欧中欧南美黑人澳洲人，乃至美国各个州，说英语谁没口音。口音目前已经是是族裔的象征之一，看不起自己的口音是什么意思也就很明白了。 所以拿口音说事的都是蠢B，比如一个中国人去学什么伦敦腔，就好像一个黑人一嘴咖喱英语一样可笑。,1
属么情况，突然就呆住了也~怎么这么搞笑，哈哈哈！好可爱,0
这是要吃屎的节奏口马,1
亻尔丫的属黄瓜的刀人扌白属陀螺的刀人抽属足球的刀人踹是,1
膳食纤维的好处：延缓糖类消化吸收，更好的控制葡萄糖和胰岛素，有利于糖尿病人。可能减少肠道癌症发生。产生饱腹感，帮助控制体重。帮助降低胆固醇水平，可能利于控制心脏病。帮助肠内物质湿润，有效防止便秘。适宜摄入量：20-35g/天。周末记得别熬夜。goodnight,0
雪？上半截下了，下半截没下你们那下雪了吗？,0
最近大家都迷恋上了邮轮上的帅哥/美女船员！还有爆照的吗？,0
哇哇..中奖了开心啊..要将节能环保进行到底..吼吼..感谢网友积极参与#一份关灯的承诺#活动，以下是获奖的10名幸运者恭喜你们将获得精致节能灯一个。3月31日晚20:30，熄灯一小时，生活更明亮，和佳能一起行动吧~！,0
小仙男能有啥错，都是老板不通人情,1
里士满（列治文）来了好多美女哦~,0
损毁亚洲同胞名声的祸害，祖先为之蒙羞的子孙,1
我可是盼着呢！覃经理，春节有时间一起到巽寮吃火锅1314的节奏？,0
热烈欢迎媳妇胜利归来，我们，当然只有我，必定以满腔的热情，积极的态度，昂扬的斗志来迎接新的生活！,0
我是山东人，非常认同你的说法。单单酒场文化这一点，二十多人的饭桌上光让座次就能让半小时，然后只要我是小辈，再在添茶上花半个小时。真他奶奶个腿。,1
恭喜中奖的粉丝，可都是大奖啊没抽中的关注我们官博，会有很多抽奖机会的,0
整来试试今天兰会所活动扎堆儿了等会你俩能见到哦？！关注,0
豪门盛宴,0
看你那联，火星撞你的脸还要被反弹,1
天哪~果然不愧是日本！哈哈，刚到日本的时候一直不知道这是什么，后来看到人家把自行车往那一放就走人，觉得特神奇！这个设计真是NB到不行了，。//,0
"?便的话,您能去一夕匕?下口马？",1
是我玻璃心是我小号所以不让我进图，女马的游戏又不是你家开的凭什么不让我进图，我脑子一扌由取消排队也是我亻囟儿夂，某指挥嫌弃小号亻尔特么就别口丩亻尔帮会收人啊，收了又不给小号混分又不带打战场一辈子小号，辣鸡,1
哎呀，围观美国厅局级干部。。。。在中国天下第一的东西多了！下次你卖门票与天下第一人我一起吃饭？每年一个人与Buffet布非特吃午餐要捐二百多万美元呢？哈哈哈哈。想起第一次见面黄大哥就请我在天下第一城吃饭，吃人的嘴短啊，所以你的分数最高啦~！,0
吊得了……哈哈这个老外，我喜欢，南京话碉堡了吊的了没带月票。。。,0
你妈现在在哪个lu子里呢？我去观摩观摩,1
嗨森嗨森再来一瓶都没中过的人表示被巧克力的甜美融化了~~~,0
干嘛今天说出来！,0
山盛第一波，中场休息,0
我是在关心你呀大哥！！！！！*咬吕洞宾不识好人心,1
来过傣族寨子的朋友应该知道这道菜的菜名我在:,0
感谢粉粉的给力支持~,0
木有自恋啊，明明就是伦家偷偷暗恋我们酒店的屁股说靠，特么的自恋啊,0
女性没有嫁不出去的，男性有的是光棍的，这是说明男性比女性弱势，你这逻辑能力害得别人喂到嘴里才能看懂是么？,1
好家伙，文盲也开始谈戏剧了,1
你就说这样的现象普不普遍吧女宝想借结婚改善生活的真不了,1
一直有同学咨询，问报满的课程能不能多加一个名额，这个确实不能加！课堂每期限制人数，是为了同学们的学习质量，请大家谅解！报满的课程是可以选择登记候补的，谢谢大家,0
淡定的表示祝福。。多年积累的感情，修成今日的正果。保密工作做得也好。连我都被蒙在鼓里好多年。太牛逼了。祝贺你们。办公室恋情的典范！,0
遇到个沙比盗号他妈的登录了还不改我密码只知道踢我设备，沙比，大半夜的老子还想睡觉呢你吗鍀,1
小企鹅和麻麻也端午快乐哦小佳?端午快?喔,0
在你成为业界老大或世界500强之前，请不要用这样口吻来设计你的品牌口号，因为没有人知道你是谁。要俗，要俗到恶俗，人们都记住你了,0
落跑新郎是吗,0
马勒贝尔有着全毛里求斯最棒的沙滩哦~刚去了回来哦。贝勒马尔酒店很赞。,0
我不太清楚这有什么可以骄傲的。假设他不喜欢黑人，喜欢男人呢？那阿姨是不是也一样要把他打死。喜欢城乡结合部土小妹呢？,1
认齄,1
河北乱着呢，不管是黑社会还是本地百姓，都是狠碴子。,1
好装逼是东北人共有的特性，我在东北待过5年接触的人也比较多。不是地域黑哈。确实是问题存在！,1
【#非常了得#柳岩出写真？】出了新书《过得刚好》，这不，本期节目一开始，便和放下狠话，说要在年底出一套四位主持人的书籍套装还现场吆喝起了，争取出一本写真集，到时候再加上，一起回馈广大观众。,0
原来你去三号院，和翟副主任喝酒喝多了，还尼玛吐血了。丢人,0
上海的来了,0
红烛摇曳中，生日歌在午夜缓缓响起，温馨而甜蜜。每年这个时刻都会告诉自己，要坚持最初的梦想，好好守护爱我和我爱的人，不放弃每一个让生命更加精彩的可能。感谢一直以来给予我支持和关爱的家人、朋友！恭祝自己生日快乐，幸福满屋！,0
这个张某脑瓜子里好像有屎，都撕破脸皮了还要求继续上班，还上尼玛呀，赶紧拿一个月工资走人得了！,1
看起来很美，舍不得吃呢,0
你站在中国人的角度上考虑总觉得澳洲有一点点人搞种族歧视你就觉得受不了了说澳洲是种族主义国家，反而自己国家人均中华民族最强大最聪明外国都是垃圾黑皮白皮言论视而不见说明你也不过是个立场派屁股大于脑袋的双标人士而已,1
吉祥如意幸福安康！色彩很美!??恭禧??，?事如意!,0
你妈妈就是这样引诱我的，能不知道,1
你必须给我幸福到死！必须！啊啊啊！天啊！你居然都不通知我一声！桑心勒我又相信爱情勒哈哈～幸福昂！,0
老爸老妈欧洲之行带回来的礼物……,0
半夜看书，口水暗涌。一书的帅哥帅餐厅和好菜好理念，没买错,0
又黑我大北京地铁。。。。都是神人,0
噗这话说的，现在知乎黑女权都是政治正确了。,1
简单说是肚子里需要多灌点坏水儿,0
别人开店口丩便利店，亻尔开店口丩女马辶畐专卖店。,1
谢谢若铭过几天你也24啦…大曦曦，生日快乐哦！么嘛～,0
广东……听说你们什么都吃，蛇鼠婴儿……,1
新年快乐！万柳阁的兄弟姐妹们！过去的一年你们辛苦啦！愿我们新的一年更上新台阶！,0
实在气不过希望亻尔速速跪下感谢亻尔爹扌品木亻尔这犭句婊子,1
我操亻尔女马亻尔也是惊天大婊子了还他女马想给老子泼脏水有这功夫把亻尔自己衤皮野狗咬到路上的肠子收拾收拾塞回自己那张烂嘴里吧再给老子泼脏水亻尔直系亲属一夕匕一个手tm这么长逼脸那么大塞亻尔女马子宫糜烂臭气熏天大黑洞里有时间给亻尔妈治性病再倒贴我一下把亻尔爹从坟地里刨出来辶关去亻尔上班床上跟亻尔打炮看塞得塞不住亻尔的贝戋嘴,1
姑娘都羡慕你呢…还有招财猫高兴……小学徒一枚，等着明天见您呢大佬范儿,0
建议上春晚！妹长着坑爹的大白腿啊，妹穿着齐B的小短裙啊。狼哥你别学那朝鲜发火箭啊，吃不饱果然就射不远啊……你看看最奇怪的是活了四十多岁的喜欢三俗的春台竟然没转，所以转发上不去。。,0
草泥马的。情怀怎么了，你没有情怀就否定别人的想法，他麻痹鍀情怀永远就不是贬义词。工科臭调丝，过你的老老实实本本分分没有思想没有追求的行尸走肉般的平凡生活吧。,1
要亻尔女马的香蕉船,1
程哥哥最近一直对着小蹦同学各种拍呀拍好久没给他们拍照了,0
现在的一夕匕变态真的是越来越变态了！！吓得我都不敢玩贴吧了[怒][怒][怒],1
一不留神我又大了一岁，普大喜奔，同乐同乐。,0
谢谢喜欢，表里如一更给力欢心哥，你被表扬了哦，快请全体吃饭,0
你觉得这csdx敢在国内瞒报吗，也就是国外,1
我在看#中国好声音#真的是不同于其他选秀节目，就是喜欢这种听的我一身鸡皮疙瘩的感觉,0
还有骗子遍地。尤其是江南区的整形美容机构专坑中国人。江南站11号口的缪慈美容院和12号口的椰美牙科，由同一家韩国人在深圳注册的营销公司做中文市场推广。价格看起来便宜，实际上缪慈打针类的项目稀释很多，皮肤管理类的也很粗糙敷衍，,1
这狼还真不见外，是把自己化装成狗了？,0
如果喜欢面条的话可以考虑?很方便很想购入一支，实现厨房电器一体化是我的梦想做起来很好玩儿~看着真不错,0
#下班欢乐多#儿子的面具还能这样用~~（转）,0
出来后碰到的大部分河南人东北以及山东人 都让人贼窝心 我是说我碰到的一大部分 不代表全部 以前我不地域黑也骂地域喷子 直到我现在我真正见识到了,1
早安，又见周五，愉快的一天到来了。,0
妈卖批的还有脸出来十买盗版周边，给亻尔五毛滚吧,1
所以很多人说双子花心，其实只是还没找到那个真正爱的人，我脚的我真是这样，喜欢人容易爱人难...这个双子座微博很不错哦推荐关注带你进入双子座的心理世界,0
你mei事?gen我??啥呢，我?不是吕洞宾,1
